time,Output1,Output2,Output3,Output4,Output5,Output6
3.47,76.2147686328954,10.495434084613738,0.0,3.88482540533199,17.950589143327843,0.0
3.48,75.87756297813034,10.515003143177829,0.0,3.6934501812192124,17.795359874309646,0.0
3.49,75.54283782734403,10.263781575667121,0.0,3.4430667223499127,17.647575575942625,0.0
3.5,75.20763424780307,9.723561251068167,0.0,3.13004772678285,17.50529643369479,0.0
3.5100000000000002,74.87142655885243,8.901357716751088,0.0,2.7540033151328807,17.366354232227632,0.0
3.52,74.53584882005423,7.810295705538216,0.0,2.318066736975944,17.23012414773838,0.0
3.5300000000000002,74.20281105479424,6.457101947180839,0.0,1.8293243034571878,17.097259081503207,0.0
3.54,73.87291718171716,4.839388326178537,0.0,1.299459785715204,16.96826220527102,0.0
3.5500000000000003,73.54533774644625,2.9536871885240683,0.0,0.7456563273759593,16.842603829146924,0.0
3.56,73.21883859220426,0.8144701141016566,0.0,0.19175721994522624,16.719058718396987,0.0
3.5700000000000003,72.89284531788203,-1.5153440168237684,0.0,-0.3303703717425027,16.596578568406496,0.0
3.58,72.5677024237596,-3.881709215260846,0.0,-0.7793987182732732,16.474708154806564,0.0
3.59,72.24414381614534,-5.985331587318158,0.0,-1.1032508382101487,16.353270964082956,0.0
3.6,71.92260499452959,-7.321614938144067,0.0,-1.2382867374329853,16.231816058947306,0.0
3.61,71.60295692368193,-7.130068315170408,0.0,-1.1094044603141857,16.1093887049045,0.0
3.62,71.28475419599206,-4.384481481473275,0.0,-0.631600606227663,15.984711512032026,0.0
3.63,70.96766297998933,2.1247390653089795,0.0,0.2863947119930228,15.856451862940725,0.0
3.64,70.6516848229923,13.548071217785962,0.0,1.7357952946091049,15.72327575739625,0.0
3.65,70.33705761881518,30.509913021304055,0.0,3.79825703832071,15.583698588150526,0.0
3.66,70.02399917001495,52.40335053102262,0.0,6.532997284726369,15.435962809051222,0.0
3.67,69.85566437652948,76.60452362019382,0.633191808653104,9.960840131401344,15.278127407293466,0.0
3.68,75.09859947202924,101.62133433650054,11.963246719174283,14.046222241321333,15.108366688050051,0.0
3.69,91.04809081836972,125.5259284972788,31.915714823062725,18.67375351182199,15.37518131345352,0.8742088151533199
3.7,113.19827609660537,144.6624838135979,52.22297627112186,23.58835908673671,18.16554526554544,3.816976070028868
3.71,133.42518062449966,156.1924299172351,67.45284032954318,28.41148361116216,22.543094871132283,7.32170639393232
3.72,147.41236814404087,158.7542284386546,75.34782163006271,32.96803164528972,25.95743083903929,11.071545075592198
3.73,155.64312994775992,152.8331507201853,74.55165249290086,37.34037174525221,28.461960896459086,15.713879726479048
3.74,159.47764310807287,141.27064630642863,64.00187437576658,41.32828355010941,31.79312998787785,21.028469586022773
3.75,158.64049645167603,129.18754788518862,44.958925356805835,44.749818806705576,36.0083747345167,25.981764777368127
3.7600000000000002,152.83975141939894,122.22897020993638,22.61210297352972,47.48099163024644,39.61892740268035,30.079010579725413
3.77,144.3050238902127,123.55763884530646,4.355401378577955,49.43157933390177,42.05969509151495,33.5547548567294
3.7800000000000002,139.13435406783353,130.70879821299246,0.0,50.52822764632119,44.076358722958815,36.45205892086948
3.79,138.47864868123165,137.42546992070672,0.0,50.748863263186486,46.038518619909716,38.3284429384464
3.8000000000000003,135.85447706865327,142.74848280992117,1.9556061888941099,50.15057235229702,47.357424778506434,38.878294348214396
3.81,131.9688500488381,143.51793274404034,8.230086071847188,48.844053229593065,47.59703044869175,38.270058235324804
3.8200000000000003,129.22641350328198,137.0151911148485,14.580930280718341,46.95750776949045,47.09897041221922,36.76244683719045
3.83,126.96562286559357,124.84717852310672,15.82074575150231,44.63616873411244,46.294735579393766,34.38624870650237
3.84,122.45123163561276,109.59688900012044,10.00979484415364,40.93025086403304,44.99285048717357,30.891766116737365
3.85,114.45990935438044,100.48281038065343,0.18947204451022212,37.17429706348864,42.43857069921761,26.259027229152892
3.86,110.3936658037663,95.976566385901,0.0,33.95001550412773,39.372852693842034,21.49083920900261
3.87,111.21237105030038,91.47206188123104,0.0,31.25067936759787,36.96625651827291,16.84168265667024
3.88,112.20765849201165,86.9675573765608,0.0,29.070746072077394,35.06405365049222,12.192425090177597
3.89,110.24820050198065,82.46305287189013,0.0,27.400082224502434,32.947270971216014,7.804399940219698
3.9,105.70576745887469,77.95854836721999,0.0,26.182314719102557,30.71057853145366,4.142773701966313
3.91,101.14896072715426,73.45404386254954,0.0,25.32598152931756,28.95900693630575,1.3115412144567615
3.92,98.6877643913979,68.94953935787946,0.0,24.727048230900717,28.189601303270006,0.0
3.93,98.41098279079445,64.44503485320855,0.0,24.168489672330406,29.386609236019027,0.0
3.94,98.83694206429884,59.940530348538395,0.0,23.60993111376019,30.17431723726937,0.0
3.95,98.47349425426098,55.436025843867576,0.0,23.051372555189882,29.259959226471356,0.0
3.96,96.96411528941115,50.93152133919748,0.0,22.492813996619656,27.456861983184965,0.0
3.97,95.0371147245394,46.42701683452706,0.0,21.9342554380494,26.232520915197846,0.0
3.98,93.62437583487174,41.92251232985691,0.0,21.375696879479182,26.103356781165832,0.0
