time,stage_id,ambient_temp_C_profile,enable,i_load_A_profile,temp_ref_C,temp_cell_C,pump_cmd,soc,v_term_V
399.64,stage1,25.0,True,120.0,35.0,28.373394099879267,7.344240533658761e-176,0.85,359.6586
399.65,stage1,25.0,True,120.0,35.0,28.373354606612693,7.270798128322241e-176,0.85,359.6586
399.66,stage1,25.0,True,120.0,35.0,28.3733151135689,7.198090147038671e-176,0.85,359.6586
399.67,stage1,25.0,True,120.0,35.0,28.37327562074789,7.12610924556835e-176,0.85,359.6586
399.68,stage1,25.0,True,120.0,35.0,28.373236128149674,7.054848153112731e-176,0.85,359.6586
399.69,stage1,25.0,True,120.0,35.0,28.373196635774256,6.984299671581668e-176,0.85,359.6586
399.7,stage1,25.0,True,120.0,35.0,28.373157143621647,6.914456674865916e-176,0.85,359.6586
399.71,stage1,25.0,True,120.0,35.0,28.37311765169185,6.84531210811732e-176,0.85,359.6586
399.72,stage1,25.0,True,120.0,35.0,28.37307815998487,6.776858987035819e-176,0.85,359.6586
399.73,stage1,25.0,True,120.0,35.0,28.373038668500723,6.709090397165523e-176,0.85,359.6586
399.74,stage1,25.0,True,120.0,35.0,28.37299917723941,6.641999493193929e-176,0.85,359.6586
399.75,stage1,25.0,True,120.0,35.0,28.37295968620094,6.57557949826205e-176,0.85,359.6586
399.76,stage1,25.0,True,120.0,35.0,28.37292019538532,6.50982370327949e-176,0.85,359.6586
399.77,stage1,25.0,True,120.0,35.0,28.372880704792554,6.444725466246753e-176,0.85,359.6586
399.78,stage1,25.0,True,120.0,35.0,28.372841214422653,6.380278211584344e-176,0.85,359.6586
399.79,stage1,25.0,True,120.0,35.0,28.37280172427562,6.316475429468196e-176,0.85,359.6586
399.8,stage1,25.0,True,120.0,35.0,28.37276223435147,6.253310675173572e-176,0.85,359.6586
399.81,stage1,25.0,True,120.0,35.0,28.3727227446502,6.190777568421893e-176,0.85,359.6586
399.82,stage1,25.0,True,120.0,35.0,28.372683255171825,6.12886979273773e-176,0.85,359.6586
399.83,stage1,25.0,True,120.0,35.0,28.37264376591635,6.0675810948104084e-176,0.85,359.6586
399.84,stage1,25.0,True,120.0,35.0,28.37260427688378,6.0069052838623595e-176,0.85,359.6586
399.85,stage1,25.0,True,120.0,35.0,28.372564788074126,5.946836231023449e-176,0.85,359.6586
399.86,stage1,25.0,True,120.0,35.0,28.37252529948739,5.8873678687132685e-176,0.85,359.6586
399.87,stage1,25.0,True,120.0,35.0,28.372485811123582,5.8284941900261894e-176,0.85,359.6586
399.88,stage1,25.0,True,120.0,35.0,28.37244632298271,5.77020924812598e-176,0.85,359.6586
399.89,stage1,25.0,True,120.0,35.0,28.37240683506478,5.712507155644773e-176,0.85,359.6586
399.9,stage1,25.0,True,120.0,35.0,28.3723673473698,5.655382084088377e-176,0.85,359.6586
399.91,stage1,25.0,True,120.0,35.0,28.372327859897776,5.5988282632472236e-176,0.85,359.6586
399.92,stage1,25.0,True,120.0,35.0,28.372288372648715,5.542839980614803e-176,0.85,359.6586
399.93,stage1,25.0,True,120.0,35.0,28.372248885622625,5.487411580808705e-176,0.85,359.6586
399.94,stage1,25.0,True,120.0,35.0,28.372209398819514,5.4325374650006675e-176,0.85,359.6586
399.95,stage1,25.0,True,120.0,35.0,28.372169912239386,5.37821209035071e-176,0.85,359.6586
399.96,stage1,25.0,True,120.0,35.0,28.37213042588225,5.324429969447252e-176,0.85,359.6586
399.97,stage1,25.0,True,120.0,35.0,28.372090939748116,5.271185669752525e-176,0.85,359.6586
399.98,stage1,25.0,True,120.0,35.0,28.372051453836985,5.218473813055048e-176,0.85,359.6586
399.99,stage1,25.0,True,120.0,35.0,28.37201196814887,5.166289074924545e-176,0.85,359.6586
400.0,stage1,25.0,True,120.0,35.0,28.371972482683773,5.1146261841753464e-176,0.85,359.6586
400.01,stage1,25.0,True,120.0,35.0,28.371932997441704,5.0634799223336395e-176,0.85,359.6586
400.02,stage1,25.0,True,120.0,35.0,28.37189351242267,5.012845123110349e-176,0.85,359.6586
400.03,stage1,25.0,True,120.0,35.0,28.37185402762668,4.962716671879291e-176,0.85,359.6586
400.04,stage1,25.0,True,120.0,35.0,28.371814543053738,4.9130895051602615e-176,0.85,359.6586
400.05,stage1,25.0,True,120.0,35.0,28.37177505870385,4.863958610108704e-176,0.85,359.6586
400.06,stage1,25.0,True,120.0,35.0,28.371735574577027,4.815319024007661e-176,0.85,359.6586
400.07,stage1,25.0,True,120.0,35.0,28.371696090673275,4.767165833767628e-176,0.85,359.6586
400.08,stage1,25.0,True,120.0,35.0,28.3716566069926,4.719494175429995e-176,0.85,359.6586
400.09,stage1,25.0,True,120.0,35.0,28.37161712353501,4.672299233675738e-176,0.85,359.6586
400.1,stage1,25.0,True,120.0,35.0,28.37157764030051,4.6255762413387576e-176,0.85,359.6586
400.11,stage1,25.0,True,120.0,35.0,28.371538157289113,4.5793204789254125e-176,0.85,359.6586
400.12,stage1,25.0,True,120.0,35.0,28.37149867450082,4.5335272741362e-176,0.85,359.6586
400.13,stage1,25.0,True,120.0,35.0,28.37145919193564,4.488192001394879e-176,0.85,359.6586
400.14,stage1,25.0,True,120.0,35.0,28.371419709593578,4.4433100813809716e-176,0.85,359.6586
400.15,stage1,25.0,True,120.0,35.0,28.371380227474646,4.3988769805672025e-176,0.85,359.6586
400.16,stage1,25.0,True,120.0,35.0,28.37134074557885,4.35488821076132e-176,0.85,359.6586
400.17,stage1,25.0,True,120.0,35.0,28.371301263906194,4.3113393286537464e-176,0.85,359.6586
400.18,stage1,25.0,True,120.0,35.0,28.371261782456685,4.268225935367248e-176,0.85,359.6586
400.19,stage1,25.0,True,120.0,35.0,28.371222301230333,4.2255436760136146e-176,0.85,359.6586
400.2,stage1,25.0,True,120.0,35.0,28.371182820227144,4.183288239253517e-176,0.85,359.6586
400.21,stage1,25.0,True,120.0,35.0,28.371143339447126,4.14145535686102e-176,0.85,359.6586
400.22,stage1,25.0,True,120.0,35.0,28.371103858890287,4.100040803292212e-176,0.85,359.6586
400.23,stage1,25.0,True,120.0,35.0,28.37106437855663,4.059040395259327e-176,0.85,359.6586
400.24,stage1,25.0,True,120.0,35.0,28.371024898446162,4.018449991306771e-176,0.85,359.6586
400.25,stage1,25.0,True,120.0,35.0,28.370985418558895,3.97826549139374e-176,0.85,359.6586
400.26,stage1,25.0,True,120.0,35.0,28.370945938894835,3.938482836479839e-176,0.85,359.6586
400.27,stage1,25.0,True,120.0,35.0,28.370906459453987,3.899098008115076e-176,0.85,359.6586
400.28,stage1,25.0,True,120.0,35.0,28.37086698023636,3.860107028033961e-176,0.85,359.6586
400.29,stage1,25.0,True,120.0,35.0,28.37082750124196,3.8215059577534366e-176,0.85,359.6586
400.3,stage1,25.0,True,120.0,35.0,28.37078802247079,3.783290898175937e-176,0.85,359.6586
400.31,stage1,25.0,True,120.0,35.0,28.370748543922865,3.7454579891942126e-176,0.85,359.6586
400.32,stage1,25.0,True,120.0,35.0,28.370709065598188,3.708003409302305e-176,0.85,359.6586
400.33,stage1,25.0,True,120.0,35.0,28.370669587496767,3.670923375209316e-176,0.85,359.6586
400.34,stage1,25.0,True,120.0,35.0,28.37063010961861,3.634214141457256e-176,0.85,359.6586
400.35,stage1,25.0,True,120.0,35.0,28.37059063196372,3.59787200004251e-176,0.85,359.6586
400.36,stage1,25.0,True,120.0,35.0,28.370551154532105,3.5618932800421176e-176,0.85,359.6586
400.37,stage1,25.0,True,120.0,35.0,28.370511677323776,3.526274347241729e-176,0.85,359.6586
400.38,stage1,25.0,True,120.0,35.0,28.37047220033874,3.4910116037693436e-176,0.85,359.6586
400.39,stage1,25.0,True,120.0,35.0,28.370432723577,3.456101487731682e-176,0.85,359.6586
400.4,stage1,25.0,True,120.0,35.0,28.370393247038567,3.421540472854397e-176,0.85,359.6586
400.41,stage1,25.0,True,120.0,35.0,28.370353770723444,3.3873250681256895e-176,0.85,359.6586
400.42,stage1,25.0,True,120.0,35.0,28.37031429463164,3.353451817444463e-176,0.85,359.6586
400.43,stage1,25.0,True,120.0,35.0,28.370274818763164,3.319917299270049e-176,0.85,359.6586
400.44,stage1,25.0,True,120.0,35.0,28.370235343118022,3.2867181262773785e-176,0.85,359.6586
400.45,stage1,25.0,True,120.0,35.0,28.37019586769622,3.2538509450146345e-176,0.85,359.6586
400.46,stage1,25.0,True,120.0,35.0,28.37015639249777,3.221312435564518e-176,0.85,359.6586
400.47,stage1,25.0,True,120.0,35.0,28.370116917522672,3.189099311208719e-176,0.85,359.6586
400.48,stage1,25.0,True,120.0,35.0,28.37007744277094,3.157208318096661e-176,0.85,359.6586
400.49,stage1,25.0,True,120.0,35.0,28.37003796824257,3.125636234915723e-176,0.85,359.6586
400.5,stage1,25.0,True,120.0,35.0,28.36999849393758,3.0943798725665943e-176,0.85,359.6586
400.51,stage1,25.0,True,120.0,35.0,28.369959019855973,3.0634360738409565e-176,0.85,359.6586
400.52,stage1,25.0,True,120.0,35.0,28.369919545997757,3.032801713102575e-176,0.85,359.6586
400.53,stage1,25.0,True,120.0,35.0,28.36988007236294,3.0024736959715766e-176,0.85,359.6586
400.54,stage1,25.0,True,120.0,35.0,28.369840598951527,2.9724489590117176e-176,0.85,359.6586
400.55,stage1,25.0,True,120.0,35.0,28.369801125763527,2.9427244694216275e-176,0.85,359.6586
400.56,stage1,25.0,True,120.0,35.0,28.369761652798942,2.913297224727438e-176,0.85,359.6586
400.57,stage1,25.0,True,120.0,35.0,28.369722180057785,2.8841642524801902e-176,0.85,359.6586
400.58,stage1,25.0,True,120.0,35.0,28.36968270754006,2.8553226099554146e-176,0.85,359.6586
400.59,stage1,25.0,True,120.0,35.0,28.36964323524578,2.8267693838558865e-176,0.85,359.6586
400.6,stage1,25.0,True,120.0,35.0,28.369603763174943,2.798501690017193e-176,0.85,359.6586
400.61,stage1,25.0,True,120.0,35.0,28.369564291327563,2.7705166731170463e-176,0.85,359.6586
400.62,stage1,25.0,True,120.0,35.0,28.369524819703646,2.742811506385901e-176,0.85,359.6586
400.63,stage1,25.0,True,120.0,35.0,28.369485348303193,2.715383391322067e-176,0.85,359.6586
400.64,stage1,25.0,True,120.0,35.0,28.369445877126218,2.688229557408871e-176,0.85,359.6586
400.65,stage1,25.0,True,120.0,35.0,28.369406406172725,2.6613472618348065e-176,0.85,359.6586
400.66,stage1,25.0,True,120.0,35.0,28.369366935442724,2.6347337892163314e-176,0.85,359.6586
400.67,stage1,25.0,True,120.0,35.0,28.36932746493622,2.608386451324192e-176,0.85,359.6586
